product,list_price,average_rating,user_rating,user,location,athleticType,ageRange,bodyType,like,not_like,fit,title,datePublished,text,responseDate,response,helpfulYes,helpfulNo
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,BFORD41,"CHARLOTTE, NC, USA",SWEATY GENERALIST,18-24,SLIM,"sleeve length, style",,,Fits well,8/5/16,"I'm a pretty long and tall guy. I'm 6'4 and I have a wingspan of about 6'8 so its tough to find long sleeve shirts that fit me. This one fits me perfectly. Not too long, not too short. Good slim fit and it is really breathable. Would definitely buy again.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,MICHAELB,,SWEATY GENERALIST,25-34,ATHLETIC,,,,Great shirt if not for quality issues,8/1/16,"Pros: Love the design, fit and feel of the shirt. Extremely comfortable and breathable.
Cons: Poor quality for the price point. Experienced multiple holes in the first few months of normal wear (just around the house, not even workouts) even when following all washing instructions.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,NATHAN1,"NEW YORK, NY, USA",SWEATY GENERALIST,UNDER 18,MUSCULAR,,"poor quality, over priced for what it's worth, bad experience",,Poor Quality- Don't Buy!!!,7/27/16,"My fellow teammates have been wearing this brand for a while now. I figured it was time to see why they spoke so highly about it. So I decided to get myself a vent tech short sleeve. I loved the quality and craftsmanship and was really happy to represent the brand to people who look up to me. Unfortunately I cannot say the same about the metal vent tech long sleeve shirt. I've been wearing it to the gym for a little over a couple months now and I'm very disappointed because the quality is not worth the 78+ dollars I spent on this shirt. Snagging has developed all along the seems around the shoulders and its a shame. I am very careful and treat my gear well. I follow all washing directions and tips. Regardless my shirt still didn't hold up to my athletic lifestyle. I feel ashamed when wearing this shirt now and spending all this money on a piece of gear that doesn't hold true. I'm not one to waste time writing a review but in this case its beyond necessary and advertised wrong. Don't buy this shirt, the quality isn't what you expect.",27-Jul-16,"Hi there Nathan1,
I'm sorry to hear of your first encounter with our gear. I can completely understand why you're disappointed with the snagging that you're experiencing. I'd like to make this right, so watch for an email that will allow us to find a resolution.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,4 out of 5,BERANIMAL22,"CHICAGO, IL, USA",,18-24,ATHLETIC,range of motion,the hem is coming out,,Love it,7/9/16,"I have owned this long sleeve for a few months now, and I have worked out in it and worn it casually on multiple occasions. It is a very comfortable piece of clothing, but then again what part of lulu isn't. The range in motion is great for cross fit type of workouts. The only reason I can't give it five stars is because the hem going up the arm is starting to come out. And for the price you pay for Lulu, it's very disappointing to have that happen to the clothing. I hope its just a one time thing! But other than that, I love the long sleeve T along with all my lulu products and would recommend them to anyone that likes to sweat!",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,4 out of 5,JACKB511,"NEW JERSEY, USA",RUNNER,UNDER 18,LEAN,"range of motion, anti-sweat, anti-smell, stretches",too tight,,Not proportional,7/1/16,"Overall, I liked this shirt; however, the sleeves were too tight compared to the rest of the shirt and the material did not feel like the metal vent tech tee, which is my favorite Lululemon product.",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,ZACHROB9,"DELLWOOD, MN, USA",RUNNER,UNDER 18,MUSCULAR,"these shirts are the most comfortable shirts that, i have ever worn","after one day of wearing this shirt to school, there was snagging all the way up the seams on the, sleeves. lulu lemon should be ashamed of charging, so much for such low quality materials., the return policy is the absolute worst, i had ordered this shirt again and when i got it, there were snags on the seams and the front of the, shirt. i returned it and they said they sent, a gift card, its been three weeks and i still haven't got it.",just right,"most comfy shirt ever, but awful fabric quality.",4/9/16,these shirts are so comfortable but have awful durability,16-Apr-16,"Hi zachrob9,
We're sorry to hear you are experiencing snags on your Metal Vent Tech Long Sleeve, and that you have not received your gift card yet. Best to give our GEC a call to get insight on your return- 1.877.263.9300.",0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,FARGO,"GRAND RAPIDS, MI, USA",SWEATY GENERALIST,18-24,ATHLETIC,"fit, comfort, moisture wicking, colors",snags easily,,My favorite Line of Shirts,3/18/16,"The metal vent tech line of shirts is my favorite line of shirts that lulu makes. Very comfortable, sweat wicking, and come in a variety of colors. Only problem I had was an issue with one of my shirts getting snags in it because of contact with velcro from a jacket. Other than that I love these shirts.",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,GARYCFE,"ELIZABETHTOWN, KY, USA",SWEATY GENERALIST,25-34,ATHLETIC,everything!,nothing!,,Perfect Workout Longsleeve,2/22/16,"This shirt delivers in every aspect when you need something to perform. It is thin enough to layer under a heavier sweat shirt, or supplies cover for cold runs or WODS",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,NYCPRO,"NEW YORK, NY, USA",SWEATY GENERALIST,18-24,ATHLETIC,"fit, material",odor,,Great performance but off-putting odor,2/21/16,"The fit and performance are fantastic. This shirt is exceedingly comfortable for sweaty workouts. However, after 2-3 washes, performed in accordance with the tag's directions, the shirt begins to give off a terrible metallic odor. This odor continues to intensify through continued wear and washing.",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,GOWARRIORS,ILLINOIS,SWEATY GENERALIST,35-44,MUSCULAR,"colors, sleeve length",body length,,Disappointing- sizing off,1/30/16,"I'm a huge fan of the metal vent tech tee, and my Mom got me this long sleeve for Christmas. The sleeves and width are perfect, the problem is the length. The shirt doesn't even cover my back- it's at least 3 inches shorter than my shirt sleeve tees. Huge disappointment, I'm sticking with the short sleeved ones. This shirt is made for someone with long arms and a very short torso.",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,VICTORYGIN,"MANHATTAN, NEW YORK, NY, USA",SWEATY GENERALIST,25-34,MUSCULAR,"colors, fit, versitile",,just right,"My go to warmup, brunch, business travel shirt",1/25/16,This shirt is awesome. I'll confess I've never actually worked out in it since I swear too much to wear a long sleeve during a workout.,,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,HSK5,,,25-34,MUSCULAR,,,snug,Shirt Stinks,1/24/16,"When I say ""stinks"" I mean the shirt literally smells horrible. I have a decent amount of lulu apparel so I am familiar with washing and handling instructions. I have not had any issues with quarter zips, pants, or shorts that I own. However, these shirts pick up an unbearable stench that will not subside.",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,JROD,"ST PAUL, MN, USA",RUNNER,UNDER 18,ATHLETIC,,,,Great Shirt,1/19/16,"I love the Metal Tech line, fit is great, they look fantastic and the fabric is unmatchable by any other company. Only thing I can warn against is using deodorant with aluminum as sometimes it reacts with the silver in the shirt and causes the shirt to fade in the pits. Although that has not happened to me, I have seen it happen to many other reviewers and Lulu is fairly quick to sort things out.",,,0,0
"Pace Breaker Short
Linerless 7"" Updated",68,2.4 out of 5,1 out of 5,SWIMYASA,"BURLINGAME, CA",YOGI,35-44,MUSCULAR,the previous style,my legs pinched and shorts fitting badly.,snug,"Pace Breaker ""UPDATED"" should read ""RUINED""",8/3/18,"I have worn these shorts for years, in yoga (teaching and practicing, strength training, hiking, and running. The inner liner never hiked up, and was comfortable. I have larger muscular quads (but not excessive;y), and whoever redesigned these made serious mistakes, as they pinch, hike up, and are generally very uncomfortable now. Why fix something that was never broken? Why not test these on guys with bigger upper legs? The new ""improved"" liner in the Pacebreaker and Surge are FAR tighter than the previous style, and the seam/opening are not as elastic, not to mention the sizing is off. I was a size Small before, and now the Medium is even too tight. Again, the old ones were far better, the new fit/fabric is all wrong, and Lululemon badly missed their mark on a signature item. I've spoken with other Lulu athletes and amabassadors, and everyone is feeling the same. Definitely pass on buying these, there are now better shorts with other brands.",3-Aug-18,"Hey swimyasa,

We’re writing to follow up on your recent review. We want your gear to support your sweatiest pursuits and it sounds like your Pace Breaker Short Linerless 7"" *Updated isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Look out for an email from us soon!",1,0
"Pace Breaker Short
Linerless 7"" Updated",68,2.4 out of 5,5 out of 5,KHALL89,"ORLANDO, FL",SWEATY GENERALIST,25-34,LEAN,,,just right,Best workout shorts there are,8/3/18,I've been waiting years for a 7'' Pacebreaker option. The pacebreakers are the perfect short and now they come in a perfect length and they're linerless...which is also perfect. I love having the normal hand pockets and a discreet zipper pocket on the right side (which they changed from the left).,,,1,0
"Pace Breaker Short
Linerless 7"" Updated",68,2.4 out of 5,1 out of 5,SWAGGYG,SCOTTSDALE,SWEATY GENERALIST,18-24,ATHLETIC,,,,Disappointed,8/2/18,Received my shorts with multiple snags in them and I was very disappointed. Waited a week for them and then couldn’t even wear them.,,,1,0
"Pace Breaker Short
Linerless 7"" Updated",68,2.4 out of 5,1 out of 5,THEGUYATTHEGYM,"SUNNYVALE, CA, USA",SWEATY GENERALIST,25-34,MUSCULAR,fit,durability,,great shorts ruined after 1 wash,7/30/18,"I love these shorts. The fit and fabric is amazing. The zip pocket is perfect for holding a phone. Very happy that the zip pocket is on the side and not the back of the shorts. My only issue is that the fabric does not seem to hold up well. The first time I washed them, threads have noticeably pulled away from the fabric. I have never had clothes do this in my washer before. Given how expensive these shorts are, I'm really disappointed. I expected them to hold up better.",30-Jul-18,"Dear TheGuyAtTheGym,

I'm sorry to hear the threads on your Pace Breaker Short Linerless 7"" *Updated has malfunctioned. Please look out for a email from us soon! We want to help you out!",1,0
