product,price,userRating,averageRating,username,userLocation,athleteType,ageRange,bodyType,likes,dislikes,fit,reviewTitle,reviewDate,reviewText,responseDate,responseText,Helpful,NotHelpful,reviewLength,category,categoryType
"Pace Breaker Short
Linerless 7"" Updated",68,3.9,1,THEGUYATTHEGYM,"SUNNYVALE, CA, USA",SWEATY GENERALIST,25-34,MUSCULAR,fit,durability,,great shorts ruined after 1 wash,2018-07-30,"I love these shorts. The fit and fabric is amazing. The zip pocket is perfect for holding a phone. Very happy that the zip pocket is on the side and not the back of the shorts. My only issue is that the fabric does not seem to hold up well. The first time I washed them, threads have noticeably pulled away from the fabric. I have never had clothes do this in my washer before. Given how expensive these shorts are, I'm really disappointed. I expected them to hold up better.",2018-07-30,"Dear TheGuyAtTheGym,

I'm sorry to hear the threads on your Pace Breaker Short Linerless 7"" *Updated has malfunctioned. Please look out for a email from us soon! We want to help you out!",1,0,475,bottom,shorts
"Pace Breaker Short
Linerless 7"" Updated",68,3.9,2,CWILSON,ST. LOUIS,,,,the amount of room the shorts give,weakness of the fabric,roomy,Slight problem but comfortable,2018-06-24,"The shorts were nice. I always usually go with the T.H.E short or Surges, but I went ahead and bought these because I didn't do not own a red pair, and the associate found these on the floor for me. I wore them the day I got back home from school, and they already snagged! A slit in the bottom right leg a little above the knee. I don't know if it is because the fabric feels different, but I feel like it doesn't give as much as the other shorts.",2018-06-26,"Dear CWilson,

Thanks for making time to share your experience with the Pace Breaker Short Linerless 7"" *Updated. I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment.

We want you to know, feedback is at the heart of everything we do and we'd love to make this experience right for you. We have sent you an email outlining a few options.",1,0,448,bottom,shorts
"Pace Breaker Short
Linerless 7"" Updated",68,3.9,1,SAARON,"BURBANK, CA, USA",YOGI,25-34,ATHLETIC,"fabric, color","cut, length, drawstring, stitching",tight,Very Disappointed,2018-06-14,"I’m very disappointed with these shorts, and frankly, I’m at my wit's end
with Lululemon. I’m my opinion, the company has completely crashed and
burned and the only thing of any quality left is the customer service.
I have no idea why they decided to make these short, but they did an
absolutely terrible job. The quality is poor; the cut is terrible and
uncomfortable; the draw string is on the inside not the outside; the
waist band is ineffective and uncomfortable; etc.; etc. The fabric is
decent however, and the color is nice. That’s about it. It seems very
apparent that Lululemon is either not speaking with its customers to
find out what they want, or they are doing like Nike and catering to a
few zealous customers and freezing out the majority. Either way, I may
very well be done with them, I’m tired of returning stuff or having it
fall apart. R.I.P. The Lululemon we all once loved.",,,8,8,897,bottom,shorts
"Pace Breaker Short
Linerless 7"" Updated",68,3.9,2,TOMMY458,"ANN ARBOR, MI, USA",SWEATY GENERALIST,UNDER 18,ATHLETIC,lightweight,quality,,Poor Quality,2018-05-27,"I originally thought that these shorts were great when I picked them up at my local store. There are the most expensive shorts I have ever purchased, and when I put them on I loved them. Upon arriving at home with my shorts, I noticed that the stitching was already coming out. Before I even washed or wore them out, they were showing signs of distress. After spending $72 (after tax) on a pair of shorts, I expected them to at least hold up for a single wear. I am very disappointed.",2018-05-28,"Hi tommy458,
Thanks for taking the time to connect with us. It's not good to hear about the seams of your shorts. We stand behind our gear, so I've sent an email your way with some solutions. Chat soon!",6,0,484,bottom,shorts
"Pace Breaker Short
Linerless 7"" Updated",68,3.9,5,PDADDY,"CALGARY, AB, CANADA",RUNNER,18-24,ATHLETIC,"light, breathable, comfortable",,,I need more of these!,2018-05-23,These are my go to short for everything. Great for wearing everyday and of course great for exercise as well! Definitely going to be buying more of these in the future. Just all around really comfortable and breathable!,,,1,2,219,bottom,shorts
"Pace Breaker Short
Linerless 7"" Updated",68,3.9,4,PARROTSNACKS21,"BOSTON, MA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Comfortable but quality concerns,2018-04-30,Bought two pairs of the prior version of T.H.E short so I cannot comment on the quality of the updated version.,,,10,4,111,bottom,shorts
"Surge Short
6"" Updated",68,3.5,4,GK100,IL,SWEATY GENERALIST,18-24,ATHLETIC,"fit, inseam (6-7in is what’s up)",liner could be a little longer,just right,Worth every penny,2018-10-10,New favorite pair of shorts. Wish the liner had maybe an inch longer inseam as they ride up a little but great looking shorts. Get tons of compliments on pocket in liner. Would like if the liner was the same non-ride up liner as lulu compression shorts.,,,0,0,253,bottom,shorts
"Surge Short
6"" Updated",68,3.5,4,MATT155,"LITTLE ROCK, AR",YOGI,25-34,ATHLETIC,"fabric, liner",sizing,snug,"great redesign, just runs VERY small",2018-09-30,"I have several pairs of surge shorts and love the redesign. The new fabric is awesome as well as the new liner. My only problem is they run VERY small in the hips and liner. I wear a medium comfortably in my other surge shorts and the medium in this pair is very tight, almost feels like it will tear when i move around. Order 1 size up.",,,1,0,337,bottom,shorts
"Surge Short
6"" Updated",68,3.5,4,JOHNATHAN,"SEATTLE, WA, USA",YOGI,18-24,ATHLETIC,"fit, quick-drying",liner :(,,Great shorts if you don’t want to buy liners,2018-09-29,"My legs are huge so the liners aren’t great. They’re, however, good if you’re lazy to find underwear/tights and something that’s quick drying. Outside of that - get linerless!",,,0,0,175,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,MATTP,"TORONTO, ON, CANADA",SWEATY GENERALIST,18-24,ATHLETIC,,,tight,Great for Tennis/Squash,2018-09-20,"I use the shorts for squash and they are great, slim fitted but not too tight but also not baggy!",,,0,0,97,bottom,shorts
"Surge Short
6"" Updated",68,3.5,4,OMRD3,"RICHMOND, VA",RUNNER,45-54,SOLID,"liner, fabirc",a little roomy,roomy,Take the Distance,2018-09-19,"Shorts were a little roomy but felt great on the run, no riding no chaffing. The liner held well and wasn't too tight. Overall great feel and fit, definitely buying another pair.",,,0,0,178,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,BRENDO415,"SAN FRANCISCO, CA",SWEATY GENERALIST,25-34,MUSCULAR,"great color, comfortable liner, awesome pocket",little tight,tight,Exactly what I wanted,2018-09-17,The 6” seam is perfect for going to the gym and lifting. Would definitely recommend.,,,0,0,84,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,LOGANASMITH,"MEMPHIS, TN, USA",YOGI,25-34,SLIM,,,just right,Best Yoga Shorts!,2018-09-15,"These are the best yoga shorts I have found. Perfect inseam length, love the liner, and top quality. I have 5 pair of these shorts now!",,,0,0,135,bottom,shorts
"Surge Short
6"" Updated",68,3.5,2,A903904382,"HAMILTON, CANADA",RUNNER,25-34,MUSCULAR,"fit, lightweight","worn out seams, not high quality like past shorts",snug,"Good, but not long lasting",2018-09-13,"I love the shorts for running, but after only hand washing, the seams at the thighs are being worn out. I'm not a big runner, so I thought it'd last longer than this.",2018-09-13,"Dear A903904382,
Thank you for taking the time to share your feedback with us. We stand behind the quality of our gear, and we’d like to work with you towards a fix. We hear you and would love to help you turn this around. Hang tight for an email coming your way. Chat soon!",0,0,166,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,AF30,NY,SWEATY GENERALIST,35-44,ATHLETIC,"fit, quality",,,Awesome Running Shorts,2018-09-12,The best running shorts. Lightweight and durable. Holds an iPhone X in the back pocket.,,,0,0,87,bottom,shorts
"Surge Short
6"" Updated",68,3.5,1,KPMAS,,,,,,,tight,Thoughts,2018-09-11,I recommend going a size bigger than what on is usually use to. I ordered a medium and regret not getting a large even though I usually do wear medium from this brand.,,,1,2,167,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,FONKHEAD,"SAN DIEGO, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,second skin,AMAZING!!!,2018-09-11,"I was hesitant to buy because I thought I wouldn't like the liner (fan of the no liner Lulu shorts) but I was so wrong, so glad I did they are perfect for runs, and the liner for the phone is a game changer!! highly recommend, perfect fit as well.",,,0,0,247,bottom,shorts
"Surge Short
6"" Updated",68,3.5,4,NYRUNNER1,"NEW YORK, NY",RUNNER,35-44,ATHLETIC,"length, materials, phone pocket","lack of real pouch, zipperless pocket",snug,Good but not perfect,2018-09-07,"These are solid running shorts, but could be even better with a couple of design tweaks.",,,2,0,88,bottom,shorts
"Surge Short
6"" Updated",68,3.5,2,THIRDCOASTLEISURE,"CHICAGO, IL",CYCLIST,18-24,LEAN,,durability,snug,"Great Shorts, Bad Durability",2018-09-07,"I really enjoyed this shorts when I first got them - they are very light, super comfortable & look great. I mostly wore them in low-stress/wear situations, like sleeping & lounging. However, after a few months of wear, the reflective stripe is wearing off and they look cheap & not like the Lululemon brand that I had hoped they would be.",2018-09-07,"Dear ThirdCoastLeisure,

Thanks for reaching out and providing this feedback for us. We're sorry to read of your recent experience with the Surge Short 6"" *Updated and would love to discuss this further. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution.

Please give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",1,0,338,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,VAULTER123,SPOKANE,RUNNER,UNDER 18,LEAN,liner,,,Shorts,2018-08-31,Work very well the drawstring keeps shorts up well and the liner stays comfortable,,,0,0,82,bottom,shorts
"Surge Short
6"" Updated",68,3.5,1,ALFREDO2017,CALIFORNIA,YOGI,,ATHLETIC,the print,the fit the liner,second skin,Really Disappointed,2018-08-29,"Really disappointed with these shorts. First of all, the liner is extremely uncomfortable. It might as well be made out of wool - it's super scratchy and doesn't stay in place well. Second of all, I'm a 29-30"" waist, so I bought the small. I've never worn anything else in any other brand - Arc'Teryx, Patagonia, Nike, Brooks....",2018-08-30,"Hi alfredo2017,

We appreciate you taking the time to share your feedback on the Surge Short 6"". We want you to know that feedback is at the heart of everything we do, and we'd love to make this experience right for you. Please keep an eye on your inbox as I'll be reaching out shortly to connect.

Best wishes,",1,0,329,bottom,shorts
"Surge Short
6"" Updated",68,3.5,5,YINZERRUNNER,"PITTSBURGH, PA, USA",RUNNER,25-34,,"liner, fit, sweat wicking, quality, phone pocket",,,Best Running Shorts on the Market,2018-08-29,"I bought these after rave reviews from friends in my local running club. I was very reluctant to buy Lulu Lemon as I had viewed it as a yoga brand (which I do not do) and female brand (I am a male) not a running brand. I have now logged over 600 miles over the past 6 months with these shorts and just bought my third pair. First, the liner inside is amazing. It's more comfortable then compression shorts because it is not as tight and is better at sweat wicking to use but still holds everything in place and reduces chafing. The phone pocket allows me to carry my iPhone 7 on runs without having to use a separate phone holder armband. I was surprised how wow the phone pocket works with no bounce and complete comfort. It's also easily accessible for a mid-run picture as you past beautiful scenery. The back pocket is great for holding my house keys and an emergency credit card. I was worried at first that it did not have a zipper but it honestly works better than a different brand I have that has a zipper. The sweat-wicking properties of these shorts do a better job than other running brands I have used in the past. The fit is great. I wear a 34 or 36 inch waist depending on brand and I am 6 foot 195 lbs. The XL fit better than any other shorts I have ever worn. My wife and friends have commented how well they look on me. The last thing about these shorts they are high quality. I have been using them 3-4 times a week for long runs up to 50k for 6 months and washing them constantly since I did not want to commit to buying another pair until I was sure I loved them. They have held up extremely well. These shorts have converted me and I know have bought other lulu lemon clothing for my wardrobe.",,,0,0,1715,bottom,shorts
